Speaker,전체발언,발전,경계,발전경계,관련발언,관련비중,정당,지역,성별,당선횟수,당선방법
한동석 의원,62,32,0,1,33,53.2258064516129,자유당,경기 고양,남,초선,지역구
김판술 위원,61,33,0,0,33,54.09836065573771,민주국민당,전북 군산,남,3선,지역구
김홍식 의원,49,30,0,3,33,67.3469387755102,자유당,경북 고령,남,초선,지역구
농림부차관 정재설,42,32,0,1,33,78.57142857142857,미상,미상,미상,미상,미상
재무부장관 박희현,37,30,0,3,33,89.1891891891892,미상,미상,미상,미상,미상
신성균 의원,279,26,6,0,32,11.469534050179211,무소속,전북 전주,남,초선,지역구
이원장 위원,215,31,1,0,32,14.883720930232558,자유당,충남 보령군,남,재선,지역구
권태희 의원,206,27,4,1,32,15.53398058252427,무소속,경북 김천갑,남,초선,지역구
위원장 정규상,161,32,0,0,32,19.875776397515526,자유당,강원 영월,남,재선,지역구
진헌식 의원,160,31,1,0,32,20.0,대한독립촉성국민회,충남 연기,남,초선,지역구
법제사법위원장 윤만석,157,32,0,0,32,20.382165605095544,자유당,경북 문경,남,초선,지역구
법제사법위원장 윤길중,139,24,5,3,32,23.021582733812952,무소속,강원 원주,남,6선,지역구
백남식 위원,87,28,0,4,32,36.7816091954023,무소속,경북 상주군을,남,재선,지역구
김용우 의원,86,24,1,7,32,37.2093023255814,무소속,서울 서대문구갑,남,초선,지역구
민관식 의원,84,25,1,6,32,38.095238095238095,무소속,서울 동대문구,남,5선,지역구
김경도 의원,80,25,5,2,32,40.0,대한독립촉성국민회,경남 함양,남,초선,지역구
내무부장관 백한성,74,25,4,3,32,43.24324324324324,미상,미상,미상,미상,미상
박종길 위원,71,29,0,3,32,45.07042253521127,무소속,경북 영양군,남,3선,지역구
함두영 의원,68,30,1,1,32,47.05882352941176,자유당,서울 마포구을,남,초선,지역구
농림부농정국장 김인권,55,29,0,3,32,58.18181818181818,미상,미상,미상,미상,미상
부흥부차관 정영기,51,32,0,0,32,62.745098039215684,미상,미상,미상,미상,미상
이춘기 의원,50,29,0,3,32,64.0,무소속,전북 이리,남,재선,지역구
민영남 위원,49,31,0,1,32,65.3061224489796,무소속,전남 해남군을,남,재선,지역구
재정경제위원장 최용근,48,28,0,4,32,66.66666666666666,자유당,강원 강릉,남,재선,지역구
법제사법위원장대리 장경근,326,21,7,3,31,9.509202453987731,자유당,경기 부천,남,재선,지역구
김봉조 의원,156,25,5,1,31,19.871794871794872,교육협회,경북 청송,남,재선,지역구
박해극 의원,131,23,5,3,31,23.66412213740458,무소속,경남 밀양을,남,초선,지역구
공보실장 전성천,86,23,2,6,31,36.04651162790697,미상,미상,미상,미상,미상
김원만 위원,62,27,0,4,31,50.0,민주당,서울 용산구을,남,5선,지역구
재무부차관 윤인상,57,31,0,0,31,54.385964912280706,미상,미상,미상,미상,미상
농림부장관 이종현,53,12,4,15,31,58.490566037735846,미상,미상,미상,미상,미상
재정경제위원장 김수학,47,30,0,1,31,65.95744680851064,무소속,전북 고창갑,남,초선,지역구
신각휴 위원,46,29,0,2,31,67.3913043478261,민주국민당,충북 옥천군,남,3선,지역구
위원장대리 백남식,245,30,0,0,30,12.244897959183673,무소속,경북 상주군을,남,재선,지역구
위원장 신규식,212,30,0,0,30,14.150943396226415,자유당,전북 부안,남,재선,지역구
오석주 의원,129,24,2,4,30,23.25581395348837,대한독립촉성국민회,전남 고흥갑,남,초선,지역구
법무부장관 홍진기,102,28,0,2,30,29.411764705882355,미상,미상,미상,미상,미상
민장식 위원,80,18,4,8,30,37.5,민주당,충북 영동군,남,재선,지역구
배성기 위원,75,26,2,2,30,40.0,민주당,전북 완주군을,남,재선,지역구
육군참모총장 송요찬,71,26,1,3,30,42.25352112676056,미상,미상,미상,미상,미상
김재위 위원,63,29,0,1,30,47.61904761904761,자유당,경남 산청군,남,재선,지역구
주기용 의원,61,20,3,7,30,49.18032786885246,무소속,경남 창원을,남,초선,지역구
원용석 위원,46,27,0,3,30,65.21739130434783,자유당,충남 당진을,남,초선,지역구
문교부장관 이선근,43,25,2,3,30,69.76744186046511,미상,미상,미상,미상,미상
의장 이승만,448,17,9,3,29,6.4732142857142865,대한독립촉성국민회,서울 동대문구갑,남,초선,지역구
서용길 의원,271,22,4,3,29,10.70110701107011,무소속,충남 아산,남,초선,지역구
이성학 의원,202,27,2,0,29,14.356435643564355,대동청년당,전남 해남을,남,초선,지역구
장택상 의원,191,20,5,4,29,15.18324607329843,무소속,경북 칠곡군,남,4선,지역구
박찬현 의원,161,26,2,1,29,18.012422360248447,무소속,경남 부산정,남,4선,지역구
이주형 의원,126,23,4,2,29,23.015873015873016,대한독립촉성국민회,경남 밀양갑,남,초선,지역구
김종철 위원,53,26,0,3,29,54.71698113207547,자유당,충남 천안군을,남,6선,지역구
박찬현 위원,50,24,1,4,29,57.99999999999999,민주당,"경남 부산시,진구을",남,4선,지역구
산업위원장 서상일,44,27,1,1,29,65.9090909090909,한국민주당,경북 대구을,남,재선,지역구
노일환 의원,237,24,2,2,28,11.814345991561181,한국민주당,전북 순창,남,초선,지역구
조재천 위원,182,25,2,1,28,15.384615384615385,민주당,경북 대구시정,남,4선,지역구
박덕영 위원,158,24,4,0,28,17.72151898734177,자유당,강원 화천,남,초선,지역구
위원장 이존화,145,28,0,0,28,19.310344827586206,자유당,전북 완주갑,남,재선,지역구
내무위원장 조경규,142,21,4,3,28,19.718309859154928,무소속,경북 대구갑,남,3선,지역구
유기수 위원,142,27,0,1,28,19.718309859154928,무소속,강원 정선,남,초선,지역구
현석호 의원,77,19,1,8,28,36.36363636363637,자유당,경북 예천군,남,재선,지역구
교통부경리국장 이동희,65,27,1,0,28,43.07692307692308,미상,미상,미상,미상,미상
사무총장 최정우,65,23,0,5,28,43.07692307692308,미상,미상,미상,미상,미상
황숙현 위원,65,26,0,2,28,43.07692307692308,자유당,전남 광양,남,초선,지역구
내무부장관 이근직,49,23,2,3,28,57.14285714285714,미상,미상,미상,미상,미상
체신부전무국장 윤태은,47,24,0,4,28,59.57446808510638,미상,미상,미상,미상,미상
보건사회부장관 정준모,34,18,1,9,28,82.35294117647058,자유당,전북 장수군,남,재선,지역구
위원장 이영희,297,27,0,0,27,9.090909090909092,자유당,경남 의령,남,재선,지역구
손도심 위원,238,19,5,3,27,11.344537815126051,자유당,경기 화성갑,남,재선,지역구
사회보건위원장 김익기,88,26,0,1,27,30.681818181818183,무소속,경북 안동을,남,5선,지역구
전문위원 유진오,87,23,0,4,27,31.03448275862069,미상,미상,미상,미상,미상
윤길중 의원,78,21,4,2,27,34.61538461538461,무소속,강원 원주,남,6선,지역구
김응주 위원,49,24,0,3,27,55.10204081632652,민주당,"경남 부산시,중구",남,4선,지역구
국방부차관 김일환,47,22,0,5,27,57.446808510638306,미상,미상,미상,미상,미상
국방부차관 장경근,47,14,6,7,27,57.446808510638306,미상,미상,미상,미상,미상
예산결산위원장 오위영,42,27,0,0,27,64.28571428571429,무소속,경남 울산갑,남,3선,지역구
김옥주 의원,300,17,5,4,26,8.666666666666668,무소속,전남 광양,남,초선,지역구
이재학 위원,264,22,4,0,26,9.848484848484848,자유당,강원 홍천군,남,5선,지역구
상공위원장 소선규,87,24,0,2,26,29.88505747126437,민주국민당,전북 익산갑,남,4선,지역구
김달호 의원,85,17,4,5,26,30.58823529411765,무소속,경북 상주,남,초선,지역구
양영주 의원,74,23,0,3,26,35.13513513513514,자유당,전북 남원,남,초선,지역구
법무부장관 조용순,57,21,1,4,26,45.614035087719294,미상,미상,미상,미상,미상
조일환 위원,56,25,0,1,26,46.42857142857143,민주당,경북 대구시무,남,4선,지역구
김창동 위원,55,25,0,1,26,47.27272727272727,자유당,충남 청양,남,초선,지역구
안만복 의원,49,21,1,4,26,53.06122448979592,무소속,충남 서산을,남,재선,지역구
국방부차관 이호,36,16,1,9,26,72.22222222222221,미상,미상,미상,미상,미상
위원장 이상용,193,24,1,0,25,12.953367875647666,자유당,"경남 부산시,서구갑",남,초선,지역구
이문원 의원,190,19,5,1,25,13.157894736842104,무소속,전북 익산을,남,초선,지역구
문교사회위원장 이영준,175,25,0,0,25,14.285714285714285,한국민주당,서울 동대문구을,남,4선,지역구
이성득 의원,159,23,2,0,25,15.723270440251572,무소속,경기 개성,남,초선,지역구
서정귀 위원,107,24,1,0,25,23.364485981308412,민주당,경남 통영군,남,재선,지역구
오용국 의원,79,19,1,5,25,31.645569620253166,무소속,제주 남제주,남,초선,지역구
내무부장관 장경근,64,18,2,5,25,39.0625,자유당,경기 부천,남,재선,지역구
윤재근 의원,62,21,1,3,25,40.32258064516129,무소속,경기 강화,남,4선,지역구
내무부장관 민병기,58,22,2,1,25,43.103448275862064,미상,미상,미상,미상,미상
박상길 위원,54,24,0,1,25,46.2962962962963,무소속,경남 함양,남,초선,지역구
외무부장관서리 조정환,50,20,3,2,25,50.0,미상,미상,미상,미상,미상
정준 위원,42,18,0,7,25,59.523809523809526,무소속,경기 김포군,남,4선,지역구
재무부예산국장 이한빈,38,25,0,0,25,65.78947368421053,미상,미상,미상,미상,미상
김수학 의원,29,24,1,0,25,86.20689655172413,무소속,전북 고창갑,남,초선,지역구
부의장 신익희,591,14,8,2,24,4.060913705583756,대한독립촉성국민회,전남 광주,남,3선,지역구
위원장 유용식,231,23,0,1,24,10.38961038961039,자유당,경기 양평,남,초선,지역구
이원홍 의원,186,18,4,2,24,12.903225806451612,대한독립촉성국민회,경남 합천갑,남,재선,지역구
서임수 위원,115,21,1,2,24,20.869565217391305,무소속,강원 철원,남,초선,지역구
위원장대리 정남택,101,23,0,1,24,23.762376237623762,자유당,경북 고령,남,초선,지역구
김의준 의원,91,19,2,3,24,26.373626373626376,무소속,경기 여주군,남,3선,지역구
위원장대리 원용석,87,22,1,1,24,27.586206896551722,자유당,충남 당진을,남,초선,지역구
서민호 의원,80,18,2,4,24,30.0,무소속,전남 고흥을,남,4선,지역구
최용근 위원,70,22,1,1,24,34.285714285714285,자유당,강원 강릉,남,재선,지역구
교통부장관 최인규,58,20,1,3,24,41.37931034482759,자유당,경기 광주,남,초선,지역구
柳鴻 議員,55,23,0,1,24,43.63636363636363,미상,미상,미상,미상,미상
하태환 위원,55,23,0,1,24,43.63636363636363,무소속,경북 포항,남,재선,지역구
홍병각 위원,41,22,1,1,24,58.536585365853654,자유당,충북 충주,남,초선,지역구
정재완 의원,40,17,2,5,24,60.0,무소속,전남 여수,남,4선,지역구
내무부차관 홍범희,38,13,7,4,24,63.1578947368421,미상,미상,미상,미상,미상
내무부차관 김원태,37,23,0,1,24,64.86486486486487,미상,미상,미상,미상,미상
대통령 이승만,37,10,3,11,24,64.86486486486487,대한독립촉성국민회,서울 동대문구갑,남,초선,지역구
김정호 의원,36,20,1,3,24,66.66666666666666,자유당,전남 광양,남,초선,지역구
농림부축정국장 이남신,35,18,0,6,24,68.57142857142857,미상,미상,미상,미상,미상
농림부산림국장 김영준,29,23,0,1,24,82.75862068965517,미상,미상,미상,미상,미상
부흥부장관 김현철,25,23,0,1,24,96.0,미상,미상,미상,미상,미상
위원장대리 이영희,220,19,4,0,23,10.454545454545453,자유당,경남 의령,남,재선,지역구
신영주 위원,152,19,2,2,23,15.131578947368421,무소속,경남 창녕군,남,재선,지역구
최갑환 의원,56,22,0,1,23,41.07142857142857,무소속,경남 고성,남,초선,지역구
신행용 위원,53,21,1,1,23,43.39622641509434,무소속,전남 무안갑,남,초선,지역구
문교부장관 최규남,45,22,1,0,23,51.11111111111111,미상,미상,미상,미상,미상
재정경제위원장대리 양병일,38,22,0,1,23,60.526315789473685,민주국민당,전남 강진,남,재선,지역구
상공부차관 배응도,24,22,0,1,23,95.83333333333334,미상,미상,미상,미상,미상
백관수 의원,254,19,2,1,22,8.661417322834646,한국민주당,전북 고창을,남,초선,지역구
임문석 위원,157,20,1,1,22,14.012738853503185,민주당,경북 대구시병,남,재선,지역구
교통부차관 송원영,132,20,0,2,22,16.666666666666664,미상,미상,미상,미상,미상
오성환 의원,98,20,0,2,22,22.448979591836736,대한국민당,서울 마포구갑,남,초선,지역구
정해준 의원,93,18,2,2,22,23.655913978494624,대한독립촉성국민회,충남 금산,남,초선,지역구
사회보건위원장 박영출,88,15,6,1,22,25.0,대한국민당,경북 의성갑,남,재선,지역구
윤제술 위원,57,19,2,1,22,38.59649122807017,민주당,전북 김제군을,남,6선,지역구
김종신 위원,48,20,2,0,22,45.83333333333333,자유당,경남 마산,남,초선,지역구
안용대 위원,42,20,1,1,22,52.38095238095239,무소속,경북 경주,남,재선,지역구
국무총리 변영태,39,14,2,6,22,56.41025641025641,미상,미상,미상,미상,미상
계광순 위원,34,14,0,8,22,64.70588235294117,민주당,강원 춘천,남,3선,지역구
황경수 의원,31,19,0,3,22,70.96774193548387,자유당,경기 평택,남,초선,지역구
국무총리 백두진,30,20,0,2,22,73.33333333333333,미상,미상,미상,미상,미상
농림부차관 원용석,30,18,0,4,22,73.33333333333333,미상,미상,미상,미상,미상
사회부차관 최창순,25,5,2,15,22,88.0,미상,미상,미상,미상,미상
의장대리 조봉암,755,17,2,2,21,2.781456953642384,대한국민당,경기 인천병,남,재선,지역구
위원장 이종수,178,19,2,0,21,11.797752808988763,자유당,경남 김해을,남,3선,지역구
위원장 이영언,138,21,0,0,21,15.217391304347828,자유당,"경남 부산시,영도갑",남,재선,지역구
류지원 위원,136,18,1,2,21,15.441176470588236,미상,미상,미상,미상,미상
김재학 의원,121,20,0,1,21,17.355371900826448,한국민주당,경남 통영갑,남,초선,지역구
나용균 의원,114,15,4,2,21,18.421052631578945,한국민주당,전북 정읍갑,남,4선,지역구
최헌길 의원,107,18,2,1,21,19.626168224299064,대한독립촉성국민회,강원 강릉을,남,재선,지역구
김상돈 위원,73,18,0,3,21,28.767123287671232,민주당,서울 마포구,남,4선,지역구
전문위원 오표,65,19,0,2,21,32.30769230769231,미상,미상,미상,미상,미상
황호현 위원,57,21,0,0,21,36.84210526315789,무소속,강원 평창군,남,3선,지역구
민경식 의원,55,20,1,0,21,38.18181818181819,대한독립촉성국민회,경기 용인,남,초선,지역구
신태권 위원,53,18,1,2,21,39.62264150943396,자유당,충남 논산갑,남,초선,지역구
권태욱 의원,52,19,0,2,21,40.38461538461539,무소속,경남 마산,남,재선,지역구
