SpeakerA,SpeakerB,Weight,Examples
박준의원,이성득의원,3,"[{""MeetingID"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1949-05-31"", ""SeqA"": 72, ""SeqB"": 73, ""SpeechA"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||72"", ""SpeechB"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||73""}, {""MeetingID"": ""1950-02-04||제1대국회 제6회(정기회) 제23차 국회본회의(전체회의)"", ""Date"": ""1950-02-04"", ""SeqA"": 258, ""SeqB"": 259, ""SpeechA"": ""1950-02-04||제1대국회 제6회(정기회) 제23차 국회본회의(전체회의)||258"", ""SpeechB"": ""1950-02-04||제1대국회 제6회(정기회) 제23차 국회본회의(전체회의)||259""}, {""MeetingID"": ""1950-03-02||제1대국회 제6회(정기회) 제42차 국회본회의(전체회의)"", ""Date"": ""1950-03-02"", ""SeqA"": 428, ""SeqB"": 429, ""SpeechA"": ""1950-03-02||제1대국회 제6회(정기회) 제42차 국회본회의(전체회의)||428"", ""SpeechB"": ""1950-03-02||제1대국회 제6회(정기회) 제42차 국회본회의(전체회의)||429""}]"
박정근의원,윤택중의원,3,"[{""MeetingID"": ""1951-02-03||제2대국회 제10회(정기회) 제21차 국회본회의(전체회의)"", ""Date"": ""1951-02-03"", ""SeqA"": 41, ""SeqB"": 42, ""SpeechA"": ""1951-02-03||제2대국회 제10회(정기회) 제21차 국회본회의(전체회의)||41"", ""SpeechB"": ""1951-02-03||제2대국회 제10회(정기회) 제21차 국회본회의(전체회의)||42""}, {""MeetingID"": ""1951-02-03||제2대국회 제10회(정기회) 제21차 국회본회의(전체회의)"", ""Date"": ""1951-02-03"", ""SeqA"": 165, ""SeqB"": 166, ""SpeechA"": ""1951-02-03||제2대국회 제10회(정기회) 제21차 국회본회의(전체회의)||165"", ""SpeechB"": ""1951-02-03||제2대국회 제10회(정기회) 제21차 국회본회의(전체회의)||166""}, {""MeetingID"": ""1951-09-06||제2대국회 제11회(임시회) 제59차 국회본회의(전체회의)"", ""Date"": ""1951-09-06"", ""SeqA"": 120, ""SeqB"": 121, ""SpeechA"": ""1951-09-06||제2대국회 제11회(임시회) 제59차 국회본회의(전체회의)||120"", ""SpeechB"": ""1951-09-06||제2대국회 제11회(임시회) 제59차 국회본회의(전체회의)||121""}]"
김상돈의원,조영규의원(계속),3,"[{""MeetingID"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)"", ""Date"": ""1954-12-23"", ""SeqA"": 220, ""SeqB"": 236, ""SpeechA"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||220"", ""SpeechB"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||236""}, {""MeetingID"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)"", ""Date"": ""1954-12-23"", ""SeqA"": 236, ""SeqB"": 237, ""SpeechA"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||236"", ""SpeechB"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||237""}, {""MeetingID"": ""1957-10-22||제3대국회 제26회(정기회) 제20차 국회본회의(전체회의)"", ""Date"": ""1957-10-22"", ""SeqA"": 185, ""SeqB"": 186, ""SpeechA"": ""1957-10-22||제3대국회 제26회(정기회) 제20차 국회본회의(전체회의)||185"", ""SpeechB"": ""1957-10-22||제3대국회 제26회(정기회) 제20차 국회본회의(전체회의)||186""}]"
김진만의원,의장이기붕,3,"[{""MeetingID"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)"", ""Date"": ""1954-12-23"", ""SeqA"": 298, ""SeqB"": 299, ""SpeechA"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||298"", ""SpeechB"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||299""}, {""MeetingID"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)"", ""Date"": ""1954-12-23"", ""SeqA"": 299, ""SeqB"": 300, ""SpeechA"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||299"", ""SpeechB"": ""1954-12-23||제3대국회 제19회(임시회) 제111차 국회본회의(전체회의)||300""}, {""MeetingID"": ""1955-05-14||제3대국회 제20회(정기회) 제43차 국회본회의(전체회의)"", ""Date"": ""1955-05-14"", ""SeqA"": 64, ""SeqB"": 65, ""SpeechA"": ""1955-05-14||제3대국회 제20회(정기회) 제43차 국회본회의(전체회의)||64"", ""SpeechB"": ""1955-05-14||제3대국회 제20회(정기회) 제43차 국회본회의(전체회의)||65""}]"
이재형의원,최운교의원,3,"[{""MeetingID"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1949-05-31"", ""SeqA"": 131, ""SeqB"": 132, ""SpeechA"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||131"", ""SpeechB"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||132""}, {""MeetingID"": ""1949-11-22||제1대국회 제5회(임시회) 제47차 국회본회의(전체회의)"", ""Date"": ""1949-11-22"", ""SeqA"": 239, ""SeqB"": 240, ""SpeechA"": ""1949-11-22||제1대국회 제5회(임시회) 제47차 국회본회의(전체회의)||239"", ""SpeechB"": ""1949-11-22||제1대국회 제5회(임시회) 제47차 국회본회의(전체회의)||240""}, {""MeetingID"": ""1949-12-02||제1대국회 제5회(임시회) 제56차 국회본회의(전체회의)"", ""Date"": ""1949-12-02"", ""SeqA"": 207, ""SeqB"": 208, ""SpeechA"": ""1949-12-02||제1대국회 제5회(임시회) 제56차 국회본회의(전체회의)||207"", ""SpeechB"": ""1949-12-02||제1대국회 제5회(임시회) 제56차 국회본회의(전체회의)||208""}]"
의장신익희,이학림의원,3,"[{""MeetingID"": ""1951-02-02||제2대국회 제10회(정기회) 제20차 국회본회의(전체회의)"", ""Date"": ""1951-02-02"", ""SeqA"": 48, ""SeqB"": 49, ""SpeechA"": ""1951-02-02||제2대국회 제10회(정기회) 제20차 국회본회의(전체회의)||48"", ""SpeechB"": ""1951-02-02||제2대국회 제10회(정기회) 제20차 국회본회의(전체회의)||49""}, {""MeetingID"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)"", ""Date"": ""1951-08-03"", ""SeqA"": 222, ""SeqB"": 223, ""SpeechA"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||222"", ""SpeechB"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||223""}, {""MeetingID"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)"", ""Date"": ""1951-08-03"", ""SeqA"": 223, ""SeqB"": 224, ""SpeechA"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||223"", ""SpeechB"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||224""}]"
내무부차관장경근,내무치안위원장나용균,3,"[{""MeetingID"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1949-05-31"", ""SeqA"": 138, ""SeqB"": 144, ""SpeechA"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||138"", ""SpeechB"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||144""}, {""MeetingID"": ""1949-07-20||제1대국회 제4회(임시회) 제14차 국회본회의(전체회의)"", ""Date"": ""1949-07-20"", ""SeqA"": 33, ""SeqB"": 34, ""SpeechA"": ""1949-07-20||제1대국회 제4회(임시회) 제14차 국회본회의(전체회의)||33"", ""SpeechB"": ""1949-07-20||제1대국회 제4회(임시회) 제14차 국회본회의(전체회의)||34""}, {""MeetingID"": ""1949-11-28||제1대국회 제5회(임시회) 제52차 국회본회의(전체회의)"", ""Date"": ""1949-11-28"", ""SeqA"": 91, ""SeqB"": 92, ""SpeechA"": ""1949-11-28||제1대국회 제5회(임시회) 제52차 국회본회의(전체회의)||91"", ""SpeechB"": ""1949-11-28||제1대국회 제5회(임시회) 제52차 국회본회의(전체회의)||92""}]"
박준의원,윤치영의원,3,"[{""MeetingID"": ""1949-05-27||제1대국회 제3회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1949-05-27"", ""SeqA"": 51, ""SeqB"": 52, ""SpeechA"": ""1949-05-27||제1대국회 제3회(임시회) 제5차 국회본회의(전체회의)||51"", ""SpeechB"": ""1949-05-27||제1대국회 제3회(임시회) 제5차 국회본회의(전체회의)||52""}, {""MeetingID"": ""1950-04-12||제1대국회 제6회(정기회) 제74차 국회본회의(전체회의)"", ""Date"": ""1950-04-12"", ""SeqA"": 62, ""SeqB"": 63, ""SpeechA"": ""1950-04-12||제1대국회 제6회(정기회) 제74차 국회본회의(전체회의)||62"", ""SpeechB"": ""1950-04-12||제1대국회 제6회(정기회) 제74차 국회본회의(전체회의)||63""}, {""MeetingID"": ""1950-04-12||제1대국회 제6회(정기회) 제74차 국회본회의(전체회의)"", ""Date"": ""1950-04-12"", ""SeqA"": 209, ""SeqB"": 210, ""SpeechA"": ""1950-04-12||제1대국회 제6회(정기회) 제74차 국회본회의(전체회의)||209"", ""SpeechB"": ""1950-04-12||제1대국회 제6회(정기회) 제74차 국회본회의(전체회의)||210""}]"
의사국장허남수,조종승의원,3,"[{""MeetingID"": ""1949-05-27||제1대국회 제3회(임시회) 제5차 국회본회의(전체회의)"", ""Date"": ""1949-05-27"", ""SeqA"": 23, ""SeqB"": 38, ""SpeechA"": ""1949-05-27||제1대국회 제3회(임시회) 제5차 국회본회의(전체회의)||23"", ""SpeechB"": ""1949-05-27||제1대국회 제3회(임시회) 제5차 국회본회의(전체회의)||38""}, {""MeetingID"": ""1949-10-10||제1대국회 제5회(임시회) 제17차 국회본회의(전체회의)"", ""Date"": ""1949-10-10"", ""SeqA"": 23, ""SeqB"": 24, ""SpeechA"": ""1949-10-10||제1대국회 제5회(임시회) 제17차 국회본회의(전체회의)||23"", ""SpeechB"": ""1949-10-10||제1대국회 제5회(임시회) 제17차 국회본회의(전체회의)||24""}, {""MeetingID"": ""1950-04-10||제1대국회 제6회(정기회) 제72차 국회본회의(전체회의)"", ""Date"": ""1950-04-10"", ""SeqA"": 24, ""SeqB"": 25, ""SpeechA"": ""1950-04-10||제1대국회 제6회(정기회) 제72차 국회본회의(전체회의)||24"", ""SpeechB"": ""1950-04-10||제1대국회 제6회(정기회) 제72차 국회본회의(전체회의)||25""}]"
안용대의원,정남국의원,3,"[{""MeetingID"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)"", ""Date"": ""1951-02-01"", ""SeqA"": 128, ""SeqB"": 129, ""SpeechA"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||128"", ""SpeechB"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||129""}, {""MeetingID"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)"", ""Date"": ""1951-02-01"", ""SeqA"": 131, ""SeqB"": 132, ""SpeechA"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||131"", ""SpeechB"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||132""}, {""MeetingID"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)"", ""Date"": ""1951-02-01"", ""SeqA"": 132, ""SeqB"": 133, ""SpeechA"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||132"", ""SpeechB"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||133""}]"
엄상섭의원,조광섭의원,3,"[{""MeetingID"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)"", ""Date"": ""1951-02-01"", ""SeqA"": 108, ""SeqB"": 110, ""SpeechA"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||108"", ""SpeechB"": ""1951-02-01||제2대국회 제10회(정기회) 제19차 국회본회의(전체회의)||110""}, {""MeetingID"": ""1951-02-16||제2대국회 제10회(정기회) 제26차 국회본회의(전체회의)"", ""Date"": ""1951-02-16"", ""SeqA"": 35, ""SeqB"": 40, ""SpeechA"": ""1951-02-16||제2대국회 제10회(정기회) 제26차 국회본회의(전체회의)||35"", ""SpeechB"": ""1951-02-16||제2대국회 제10회(정기회) 제26차 국회본회의(전체회의)||40""}, {""MeetingID"": ""1952-04-16||제2대국회 제12회(정기회) 제46차 국회본회의(전체회의)"", ""Date"": ""1952-04-16"", ""SeqA"": 116, ""SeqB"": 117, ""SpeechA"": ""1952-04-16||제2대국회 제12회(정기회) 제46차 국회본회의(전체회의)||116"", ""SpeechB"": ""1952-04-16||제2대국회 제12회(정기회) 제46차 국회본회의(전체회의)||117""}]"
김수선의원,정광호의원,3,"[{""MeetingID"": ""1949-05-30||제1대국회 제3회(임시회) 제7차 국회본회의(전체회의)"", ""Date"": ""1949-05-30"", ""SeqA"": 198, ""SeqB"": 203, ""SpeechA"": ""1949-05-30||제1대국회 제3회(임시회) 제7차 국회본회의(전체회의)||198"", ""SpeechB"": ""1949-05-30||제1대국회 제3회(임시회) 제7차 국회본회의(전체회의)||203""}, {""MeetingID"": ""1949-11-09||제1대국회 제5회(임시회) 제36차 국회본회의(전체회의)"", ""Date"": ""1949-11-09"", ""SeqA"": 100, ""SeqB"": 101, ""SpeechA"": ""1949-11-09||제1대국회 제5회(임시회) 제36차 국회본회의(전체회의)||100"", ""SpeechB"": ""1949-11-09||제1대국회 제5회(임시회) 제36차 국회본회의(전체회의)||101""}, {""MeetingID"": ""1950-03-30||제1대국회 제6회(정기회) 제66차 국회본회의(전체회의)"", ""Date"": ""1950-03-30"", ""SeqA"": 174, ""SeqB"": 175, ""SpeechA"": ""1950-03-30||제1대국회 제6회(정기회) 제66차 국회본회의(전체회의)||174"", ""SpeechB"": ""1950-03-30||제1대국회 제6회(정기회) 제66차 국회본회의(전체회의)||175""}]"
이석주의원,조종승의원,3,"[{""MeetingID"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1949-05-31"", ""SeqA"": 146, ""SeqB"": 151, ""SpeechA"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||146"", ""SpeechB"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||151""}, {""MeetingID"": ""1949-10-25||제1대국회 제5회(임시회) 제23차 국회본회의(전체회의)"", ""Date"": ""1949-10-25"", ""SeqA"": 71, ""SeqB"": 73, ""SpeechA"": ""1949-10-25||제1대국회 제5회(임시회) 제23차 국회본회의(전체회의)||71"", ""SpeechB"": ""1949-10-25||제1대국회 제5회(임시회) 제23차 국회본회의(전체회의)||73""}, {""MeetingID"": ""1950-03-13||제1대국회 제6회(정기회) 제51차 국회본회의(전체회의)"", ""Date"": ""1950-03-13"", ""SeqA"": 288, ""SeqB"": 289, ""SpeechA"": ""1950-03-13||제1대국회 제6회(정기회) 제51차 국회본회의(전체회의)||288"", ""SpeechB"": ""1950-03-13||제1대국회 제6회(정기회) 제51차 국회본회의(전체회의)||289""}]"
김인선의원,의장신익희,3,"[{""MeetingID"": ""1951-02-19||제2대국회 제10회(정기회) 제28차 국회본회의(전체회의)"", ""Date"": ""1951-02-19"", ""SeqA"": 43, ""SeqB"": 44, ""SpeechA"": ""1951-02-19||제2대국회 제10회(정기회) 제28차 국회본회의(전체회의)||43"", ""SpeechB"": ""1951-02-19||제2대국회 제10회(정기회) 제28차 국회본회의(전체회의)||44""}, {""MeetingID"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)"", ""Date"": ""1951-08-03"", ""SeqA"": 213, ""SeqB"": 221, ""SpeechA"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||213"", ""SpeechB"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||221""}, {""MeetingID"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)"", ""Date"": ""1951-08-03"", ""SeqA"": 221, ""SeqB"": 222, ""SpeechA"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||221"", ""SpeechB"": ""1951-08-03||제2대국회 제11회(임시회) 제38차 국회본회의(전체회의)||222""}]"
육군본부병참감예.,한광석위원,3,"[{""MeetingID"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-13"", ""SeqA"": 161, ""SeqB"": 162, ""SpeechA"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)||161"", ""SpeechB"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)||162""}, {""MeetingID"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-13"", ""SeqA"": 164, ""SeqB"": 165, ""SpeechA"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)||164"", ""SpeechB"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)||165""}, {""MeetingID"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)"", ""Date"": ""1958-11-13"", ""SeqA"": 165, ""SeqB"": 166, ""SpeechA"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)||165"", ""SpeechB"": ""1958-11-13||제4대국회 1958년도 국정감사 국방위원회(전체회의)||166""}]"
김철의원,이성득의원,3,"[{""MeetingID"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1949-05-31"", ""SeqA"": 153, ""SeqB"": 154, ""SpeechA"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||153"", ""SpeechB"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||154""}, {""MeetingID"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)"", ""Date"": ""1949-05-31"", ""SeqA"": 154, ""SeqB"": 156, ""SpeechA"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||154"", ""SpeechB"": ""1949-05-31||제1대국회 제3회(임시회) 제8차 국회본회의(전체회의)||156""}, {""MeetingID"": ""1949-12-02||제1대국회 제5회(임시회) 제56차 국회본회의(전체회의)"", ""Date"": ""1949-12-02"", ""SeqA"": 416, ""SeqB"": 417, ""SpeechA"": ""1949-12-02||제1대국회 제5회(임시회) 제56차 국회본회의(전체회의)||416"", ""SpeechB"": ""1949-12-02||제1대국회 제5회(임시회) 제56차 국회본회의(전체회의)||417""}]"
